model,train_rows,valid_rows,feature_count,roc_auc,log_loss,brier_score,valid_actual_ctr,valid_mean_predicted_ctr,calibration_gap,precision_at_0.5,recall_at_0.5,f1_at_0.5,accuracy_at_0.5,best_iteration,training_seconds,holdout_used
LightGBM_Numerical33,2000000,500000,33,0.7341377453403659,0.38598102223627795,0.11934942842333957,0.156968,0.16177601551201845,0.004808015512018454,0.5910817273878183,0.05353957494521176,0.09818559928966154,0.845622,178,7.8583194999955595,False
LightGBM_Unified,2000000,500000,55,0.7445089912713436,0.38133765262213953,0.11788868572087104,0.156968,0.15785436568954336,0.0008863656895433669,0.6111047114387743,0.06759339483206768,0.12172316870303447,0.84689,324,13.775469583983067,False
