threshold,tp,fp,tn,fn,predicted_positive_rows,predicted_negative_rows,coverage,precision,recall,specificity,false_positive_rate,false_negative_rate,accuracy,balanced_accuracy,f1,negative_predictive_value,selected_group_ctr,unselected_group_ctr,overall_ctr,lift,click_capture_rate,missed_click_rate,youden_j
0.32,5802,8070,160536,25592,13872,186128,0.06936,0.41825259515570934,0.18481238453207618,0.9521369346286609,0.0478630653713391,0.8151876154679238,0.83169,0.5684746595803686,0.25635134538063886,0.8625032235880684,0.41825259515570934,0.1374967764119316,0.15697,2.6645384159757235,0.18481238453207618,0.8151876154679238,0.13694931916073716
0.32673267326732675,4781,5908,162698,26613,10689,189311,0.053445,0.4472822527832351,0.1522902465439256,0.9649597285980333,0.035040271401966715,0.8477097534560744,0.837395,0.5586249875709794,0.2272176413278521,0.8594217979937774,0.4472822527832351,0.14057820200622256,0.15697,2.8494760322560686,0.1522902465439256,0.8477097534560744,0.1172499751419589
0.33,4483,5334,163272,26911,9817,190183,0.049085,0.4566568198023836,0.14279798687647322,0.9683641151560443,0.03163588484395573,0.8572020131235268,0.838775,0.5555810510162588,0.21756327194195726,0.8584994452711336,0.4566568198023836,0.1415005547288664,0.15697,2.909198062065258,0.14279798687647322,0.8572020131235268,0.11116210203251753
0.34,4386,5136,163470,27008,9522,190478,0.04761,0.46061751732829237,0.1397082245014971,0.969538450588947,0.030461549411052988,0.8602917754985029,0.83928,0.5546233375452221,0.2143904585003422,0.8582093470112034,0.46061751732829237,0.14179065298879662,0.15697,2.9344302562801325,0.1397082245014971,0.8602917754985029,0.10924667509044417
0.35,4359,5092,163514,27035,9451,190549,0.047255,0.4612210348111311,0.13884818755176148,0.9697994140184809,0.030200585981519045,0.8611518124482385,0.839365,0.5543238007851212,0.21344105765699597,0.8581204834452031,0.4612210348111311,0.14187951655479694,0.15697,2.938275051354597,0.13884818755176148,0.8611518124482385,0.10864760157024245
0.36,3830,4141,164465,27564,7971,192029,0.039855,0.4804917827123322,0.12199783398101548,0.9754397826886351,0.024560217311364957,0.8780021660189845,0.841475,0.5487188083348252,0.19458910199415724,0.8564591806445901,0.4804917827123322,0.14354081935540985,0.15697,3.06104212723662,0.12199783398101548,0.8780021660189845,0.09743761666965045
0.37,3816,4125,164481,27578,7941,192059,0.039705,0.48054401208915754,0.12155188889596738,0.9755346784811928,0.02446532151880716,0.8784481111040326,0.841485,0.5485432836885801,0.1940256768780984,0.8564087077408504,0.48054401208915754,0.14359129225914954,0.15697,3.0613748620064825,0.12155188889596738,0.8784481111040326,0.09708656737716015
0.38,3703,3915,164691,27691,7618,192382,0.03809,0.48608558676818064,0.11795247499522202,0.9767801857585139,0.02321981424148607,0.882047525004778,0.84197,0.547366330376868,0.1898390238900851,0.856062417481885,0.48608558676818064,0.143937582518115,0.15697,3.0966782618855873,0.11795247499522202,0.882047525004778,0.09473266075373599
0.39,3061,2881,165725,28333,5942,194058,0.02971,0.5151464153483676,0.09750270752373065,0.9829128263525616,0.017087173647438406,0.9024972924762693,0.84393,0.5402077669381461,0.1639704306835226,0.853997258551567,0.5151464153483676,0.14600274144843295,0.15697,3.2818144572107255,0.09750270752373065,0.9024972924762693,0.08041553387629219
0.4,3060,2880,165726,28334,5940,194060,0.0297,0.5151515151515151,0.09747085430337007,0.9829187573395964,0.017081242660403544,0.9025291456966299,0.84393,0.5401948058214833,0.16392564418492528,0.8539936102236422,0.5151515151515151,0.14600638977635783,0.15697,3.2818469462414166,0.09747085430337007,0.9025291456966299,0.08038961164296654
